user,tx_type,protocol,signature,timestamp,from_token,from_amount,to_token,to_amount
9HCTuTPEiQvkUtLmTZvK6uch4E3pDynwJTbNw6jLhp9z,SWAP,RAYDIUM,2jvqekhZKzKrLsuPpRZywobjJPL9tew2D8Ervw5VypggZmxZUWsQumrz7zYbVkeGWarnvBdfhTbk5EYYTSrRRFuo,2025-04-10 07:18:50,So11111111111111111111111111111111111111112,5.0,5qsZAnWuR7vMJbiznrJEY2ddVqZXjNYmFvR3eXSxpump,9843945.452101
9HCTuTPEiQvkUtLmTZvK6uch4E3pDynwJTbNw6jLhp9z,SWAP,RAYDIUM,nMqLwSDt9xyeJji8yZDRksqdMAfDKuwpHfBwT2EszouWkhYzEM1N9PfsWLhhJdqVc1o46mJscVDw8kz3Xqi8q1Z,2025-04-10 07:22:41,So11111111111111111111111111111111111111112,20.0,8i51XNNpGaKaj4G4nDdmQh95v4FKAxw8mhtaRoKd9tE8,2135128.607565
FLiPGqowc82LLR173hKiFYBq2fCxLZEST5iHbHwj8xKb,TRANSFER,SYSTEM_PROGRAM,3HTMMMP6Fgut3nmQbF1x629nN8Ue7XAUNbREFP1yayRNxACuqhDvYeHuNKaCicPrzHk2hQgw5EHaMcchSvY3MPoa,2025-04-10 07:22:53,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
FLiPgGTXtBtEJoytikaywvWgbz5a56DdHKZU72HSYMFF,TRANSFER,SYSTEM_PROGRAM,4bqW7XciGwmEUguRHLhWXFRmoXsjbYnZZ7g4xB87DqSUJ26g2mjBeaV9NtHRkX5n5zBsS5osfN21Sa955qr3dDNz,2025-04-10 07:22:53,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
9HCTuTPEiQvkUtLmTZvK6uch4E3pDynwJTbNw6jLhp9z,SWAP,METEORA,5nxmVZsDVnC1hJxXfDgCm1tDCB9riSi4cAuEcNn1QSQ1YFtWJ2qiaZgdbXkJTJgfmd1ae3VtqZQ7Y8JLXJvZgikH,2025-04-10 08:29:33,UNKNOWN,0.0,UNKNOWN,0.0
FLiPgGTXtBtEJoytikaywvWgbz5a56DdHKZU72HSYMFF,TRANSFER,SYSTEM_PROGRAM,4ELZqsihJocUuUJXdcjnakv9SQ9H2mSKPpqB4jvi5qW7ij4WRNBBiUtuBh6frKHt1XoyDaBYd4DJqcqvsb8TGug3,2025-04-10 08:29:35,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
FLiPGqowc82LLR173hKiFYBq2fCxLZEST5iHbHwj8xKb,TRANSFER,SYSTEM_PROGRAM,hhNhvVPRfyY4uactKHi4HJN42tBzNUdZ1x4gXFHE6HkXVWVtEoJekDm1fhi1otsyVXgPFqLMz74zzRSDjk6vmXJ,2025-04-10 08:29:35,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
FLiPGqowc82LLR173hKiFYBq2fCxLZEST5iHbHwj8xKb,TRANSFER,SYSTEM_PROGRAM,NN37kD9yNpA8Zic6K7c7kNkEHqeyrqSeepJQFqJBjNGsirEgzqnRdpGbGaFED8xmDispXCAvntBTekLyXoK1JKt,2025-04-10 08:29:35,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
9HCTuTPEiQvkUtLmTZvK6uch4E3pDynwJTbNw6jLhp9z,TRANSFER,SYSTEM_PROGRAM,HKwm3m4NLfLWn333DdLUmF6SAHtvkEYqK4pVMNh6N7X36J3zJo4BqRK4b4aLZj2yxJYwTVKz8BfDZeNdEWY3nmS,2025-04-10 08:37:48,So11111111111111111111111111111111111111112,0.335519905,So11111111111111111111111111111111111111112,0.335519905
9HCTuTPEiQvkUtLmTZvK6uch4E3pDynwJTbNw6jLhp9z,SWAP,METEORA,uxgXsrA6oGE6mGhdni7rKYYYAfgiZcDeXuBE12zNLJhCRBC2Y9SBu5tcg3XWMhtzNo384bBHh8RsmeNsELP1CzE,2025-04-10 09:17:41,UNKNOWN,0.0,UNKNOWN,0.0
9HCTuTPEiQvkUtLmTZvK6uch4E3pDynwJTbNw6jLhp9z,TRANSFER,SYSTEM_PROGRAM,3rph8LdMgyx8jtCoaudoqVYCX11ULJzmD8Nqrw7tDL4uqF8DbXtivP2mxGN7LGYPZ73GuYtDAMxtF7aFDEHe8594,2025-04-10 09:32:53,So11111111111111111111111111111111111111112,0.241043619,So11111111111111111111111111111111111111112,0.241043619
FLiPgGTXtBtEJoytikaywvWgbz5a56DdHKZU72HSYMFF,TRANSFER,SYSTEM_PROGRAM,48iAW1hEhGuSRzPQv3f2oWYFRJwqms1SRVQugfCyUaBTKkKEUnN5PE9U3WmH6kxwNryipVUerQmj9pHN6xMqe41G,2025-04-10 09:33:05,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
FLiPGqowc82LLR173hKiFYBq2fCxLZEST5iHbHwj8xKb,TRANSFER,SYSTEM_PROGRAM,3Xxi7AYiZBGzkRoJ3KyDFhjppV5U8jiojemn3ZbA4wtRyhdHhzt2vs45g9v19hGAB5RsQtxREQ5DoH3EGLAJuUvg,2025-04-10 09:33:14,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
FLiPgGTXtBtEJoytikaywvWgbz5a56DdHKZU72HSYMFF,TRANSFER,SYSTEM_PROGRAM,5PTrra2X6hP1HFsyRYEBZzSZasUGLg8Db4bpdwpMYFZv11vrA3ftxEwPLEAZZpMEvUts8AhALPMz525cXpTg3rLK,2025-04-10 09:33:14,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
9HCTuTPEiQvkUtLmTZvK6uch4E3pDynwJTbNw6jLhp9z,TRANSFER,SYSTEM_PROGRAM,2ewsxsHBbd9UjgGBnSmJ6ybMpLBSCVAyyKgZz4VqbHRg79gfJbCtnEXko5MQZeXY4RpJ8R4yKx4u86dv1Y6Ra5Nr,2025-04-10 09:50:31,So11111111111111111111111111111111111111112,0.341091305,So11111111111111111111111111111111111111112,0.341091305
9HCTuTPEiQvkUtLmTZvK6uch4E3pDynwJTbNw6jLhp9z,SWAP,METEORA,nrbgWeyd69jE2psg8KD2XUbmHU6yQAfiaQr8joTvvE2VCC8w5RUCotcXwBdg2c43wsWfMyHe3EnZ2xTnMvGbTx5,2025-04-10 09:56:16,UNKNOWN,0.0,UNKNOWN,0.0
7g275uQ9JuvTa7EC3TERyAsQUGwid9eDYK2JgpSLrmjK,TRANSFER,SOLANA_PROGRAM_LIBRARY,4md1ELwT2DGQnBQ5mTPihLsJxToNYDW4UF7v4k2bzXjiMjfYQnD2vUrj71Ub1hf9MVo1dY4aM7AXPbuH3cCRF3VU,2025-04-10 10:35:25,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
FLiPgGTXtBtEJoytikaywvWgbz5a56DdHKZU72HSYMFF,TRANSFER,SYSTEM_PROGRAM,5jWCy11xSkYrY74aPmDMjPD2JVEpRnpiELj8pYyhTyGpbPLxbek9fLJvsqUDw8o3LbKzGMjdosr4ZZc2VZ2U6RVq,2025-04-10 10:41:36,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
FLiPGqowc82LLR173hKiFYBq2fCxLZEST5iHbHwj8xKb,TRANSFER,SYSTEM_PROGRAM,5Mv5MfnB1PLJctNn5SKxo22MK7WAJeUaKUxRtutX8eJE6pmM879vHsLczbk8v5Hek3Mk9oonYbNKCKjiP6cb6L6n,2025-04-10 10:41:36,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr,TRANSFER,SYSTEM_PROGRAM,4a7ZD9BsvPY2VtQeYruraVqe4FNtuNsW9XzZSWpMhQ7dS5wKdC4entzoDcnp3TgVu52nvEnowsd53szasY8SdgPz,2025-04-10 12:10:24,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
FLiPGqowc82LLR173hKiFYBq2fCxLZEST5iHbHwj8xKb,TRANSFER,SYSTEM_PROGRAM,2Qp5NTy2JY8MaBBqVSnqCER92XHq7AzxLUsCmk9yPSafcook8wEPZYn2mpiSh91hELDN14LnmbMc1cy8odeKZCdK,2025-04-10 12:14:31,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
FLiPgGTXtBtEJoytikaywvWgbz5a56DdHKZU72HSYMFF,TRANSFER,SYSTEM_PROGRAM,LJuDHzwDP3GeNNAUBwQg1e6uA4uqDo8M36bi1Zgf4YXzLwjoR5ukAzFDJswBHjNP95js8tDxsoUM8bGjXmKTxcm,2025-04-10 12:14:31,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
FLiPGqowc82LLR173hKiFYBq2fCxLZEST5iHbHwj8xKb,TRANSFER,SYSTEM_PROGRAM,U8mMaKkqSf7XMsT3cGrBZq3CU4YP8hjhFebdGAGM9XhhN7ee4PqzfH434pDZWZdhfW92fcNETyPnivHHRkU1cRY,2025-04-10 16:08:20,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
FLiPgGTXtBtEJoytikaywvWgbz5a56DdHKZU72HSYMFF,TRANSFER,SYSTEM_PROGRAM,qMWek5PHG4s3sudY7ZuJkDxQ4tWoJwhsG3q7wvuFnohqM1d9Be44k4bhnc14rEEy7VyJJH31K87tMdWd6d7ppXh,2025-04-10 16:08:20,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
9HCTuTPEiQvkUtLmTZvK6uch4E3pDynwJTbNw6jLhp9z,SWAP,METEORA,4UMLFmao733PQT7mLtJtbUsBgXmzSTv2mZRt4Aufk6KMbEtRFpfKLgQsEeDrBbAS7sjnCmtzdwrFS7pBSzNMaFWs,2025-04-10 17:53:26,UNKNOWN,0.0,UNKNOWN,0.0
FLiPGqowc82LLR173hKiFYBq2fCxLZEST5iHbHwj8xKb,TRANSFER,SYSTEM_PROGRAM,21vPiKSQjz5CYb3RS16SzjbtuHpmtWKaZFxb6Lxh361qHbzrk5hcv5AqwWKmVAZh8qEcTv1F2fvfLx1JCjNcjGqp,2025-04-10 17:53:38,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
FLiPgGTXtBtEJoytikaywvWgbz5a56DdHKZU72HSYMFF,TRANSFER,SYSTEM_PROGRAM,28EvszVp6TFRFeWG1s7iE6hg5py7K1kGGJLwNThQPkdtBF62QJZT48daMjDvCUnLHHXUGTDMdmf4owRaqXEPyePJ,2025-04-10 17:53:39,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
FLiPGqowc82LLR173hKiFYBq2fCxLZEST5iHbHwj8xKb,TRANSFER,SYSTEM_PROGRAM,5bbCcEoo2Bxo7U5Fpp4vLSfUUxfiVBXfTMXU9XTt1Xi53wK3dZbcCcauNSjHQD86EWfLFJ87BrQH6CZBn6oXq2qW,2025-04-10 17:53:45,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
FLiPgGTXtBtEJoytikaywvWgbz5a56DdHKZU72HSYMFF,TRANSFER,SYSTEM_PROGRAM,2J7VnqXSBo6GhZztiAFy6bqYmFuqrhKRMUCHu3vtdJq4AZHQ936MKkEfqPgKq3rmbzx5MLxxqfPnjtwTH6uTfky1,2025-04-10 17:53:45,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
9HCTuTPEiQvkUtLmTZvK6uch4E3pDynwJTbNw6jLhp9z,SWAP,METEORA,5JhZ4W8pGQPQ826bSxDfEvcRM3feftQMXyYfhhUbaonVaqXKGMCkEH6yAkm1FMzZv5HrM1WZr97kQzCo11dXfBKw,2025-04-10 18:29:35,UNKNOWN,0.0,UNKNOWN,0.0
Ai56PJcKZEp2ufPFbgQmxo7aKP18V21PpBhMzbFjUpVj,TRANSFER,SOLANA_PROGRAM_LIBRARY,5Qxh1i4k49X2APFArzjaZ4ujkuBpt8LY35oyQ8gPazh24CGpwn7ggLZyaWtjCyBGJGanZ5sxXFwjvQwaGD2QFLxX,2025-04-10 20:47:56,So11111111111111111111111111111111111111112,0.00203928,So11111111111111111111111111111111111111112,0.00203928
5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr,TRANSFER,SYSTEM_PROGRAM,4sVXcsegbtcbccMvxrXU2i5srnh7u1eEmUD4as8f5cQAoyamviBSCDTGs3tT8y6t5HJ4gQLw7k97NH2oRPor85cT,2025-04-11 00:05:12,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
9KxQy6StbkJhubAbfvfriUK6LYYJ5cSkBoS3ZhcbdUx2,TRANSFER,SYSTEM_PROGRAM,3oGcji94GYuY4gPErDvzGbRA74k62tJU7PNa15vZoZbkrJAU5QrfLxkSsjVD15FC44Vq5Xo3ESnWGAk2Ya1CAGEW,2025-04-11 00:53:44,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
9HCTuTPEiQvkUtLmTZvK6uch4E3pDynwJTbNw6jLhp9z,TRANSFER,SYSTEM_PROGRAM,2TKuprxQ3ZGJKSwQ6m1C2qpZptJKx66vz47vJ5g454AaZVaabJuqrjQa1735eUMxVWqw5Vy5D2iizMtNQn13Fkuk,2025-04-11 06:25:08,So11111111111111111111111111111111111111112,10.0,So11111111111111111111111111111111111111112,10.0
FLiPGqowc82LLR173hKiFYBq2fCxLZEST5iHbHwj8xKb,TRANSFER,SYSTEM_PROGRAM,36ywZLZ5MYnJqYhAqVEnTWarG4RMPUptmMdPjhUaoNTqFM3urpxhwn5EL5kSUxe6kKfSxFLtQjiLWeAepAtEZBrS,2025-04-11 06:25:14,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
FLiPgGTXtBtEJoytikaywvWgbz5a56DdHKZU72HSYMFF,TRANSFER,SYSTEM_PROGRAM,5eww7PmqRU17u8jf72UCBx64Tx1RSyMaEaNzVfWNivMTHNBLdd1xzhjH1RW5ZdRCkzZFVDUysYin84DEgHXKuDXL,2025-04-11 06:25:14,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
3U6GsNZM2uuUy4CHqizW3HC2zQZRkyQxiou8uX7PjMak,TRANSFER,SYSTEM_PROGRAM,5RMgii1Phch6whcpULjj6Vsj8AdM2gHdpRVrCDHgiYjATjU5vr9EhTADFKif5QZAnXbt1TiDNc6D5tydvMjUgnvi,2025-04-11 06:25:40,So11111111111111111111111111111111111111112,2e-09,So11111111111111111111111111111111111111112,2e-09
3U6GsNZM2uuUy4CHqizW3HC2zQZRkyQxiou8uX7PjMak,TRANSFER,SYSTEM_PROGRAM,5mynaxPi4q84SZw5ThyxEkPogfUhFBkPDgYSYN34hK1Ast1FURqkLexqCTM9Znh38Gak7RupgYQnxaCPYAJWxp3j,2025-04-11 06:25:40,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
3U6GsNZM2uuUy4CHqizW3HC2zQZRkyQxiou8uX7PjMak,TRANSFER,SYSTEM_PROGRAM,2Dqo7SAjh9c2rzjR4ed8TzsBzJRQ33UDRzhAwmNxbZGE8byUC98ZPWxURk9yRw42bWZccpbmYCBQWJaZqGi7kxpj,2025-04-11 06:25:40,So11111111111111111111111111111111111111112,4e-09,So11111111111111111111111111111111111111112,4e-09
3U6GsNZM2uuUy4CHqizW3HC2zQZRkyQxiou8uX7PjMak,TRANSFER,SYSTEM_PROGRAM,C4XFER8erQfsZjMp5ua8BJq2vW8grqe8Mv2uy3FrNKTZ2vyMB1wnsJ7TNWQc3Uxm2ZNQNYfqkVCZ62oLQVQJiBg,2025-04-11 06:25:40,So11111111111111111111111111111111111111112,3e-09,So11111111111111111111111111111111111111112,3e-09
5ugh3Wsrq1Z7wto64xVCzANxbuk6f9H6JKwCL62NA7Ay,TRANSFER,SYSTEM_PROGRAM,3tYgVocr1RfdZG3xR2uJ51ayNxoaZAx8KceUU55ip5o6jCr8JTq1BPuC4hZJiT6FcNUK3ig8PLj1MxwAGBV1WHN1,2025-04-11 06:25:40,So11111111111111111111111111111111111111112,1e-05,So11111111111111111111111111111111111111112,1e-05
3DPg8YPtBiq5Gnj9pz79UfQQZ8PDwzYbNR4oBDuACHKz,TRANSFER,SYSTEM_PROGRAM,3ShtxweuQ73RHL5MjftUhmuFuJ2mLk1TRobcNJWuJsTJsFowADVKAKFc493PrBnfYUZcj8v9rDeuLRY8cYXSGjdB,2025-04-11 06:25:54,So11111111111111111111111111111111111111112,1e-05,So11111111111111111111111111111111111111112,1e-05
3U6GsNZM2uuUy4CHqizW3HC2zQZRkyQxiou8uX7PjMak,TRANSFER,SYSTEM_PROGRAM,4vhvo24AqpuEP98cwPDe9FVKU22rK55Tv7q5AGReE4S9fVjkYArCb4SF8Udpou5wKszRPbebdVJ5oEPJ9ggniAVS,2025-04-11 06:26:12,So11111111111111111111111111111111111111112,2e-09,So11111111111111111111111111111111111111112,2e-09
3U6GsNZM2uuUy4CHqizW3HC2zQZRkyQxiou8uX7PjMak,TRANSFER,SYSTEM_PROGRAM,3jW252mRqypd7u8LX48mJwgYaBGWmKmG86TACg1bEzHArjzTC6u5pPjZhTzM5QcGNgWbtPW3ruyYhZqCrmLcHps2,2025-04-11 06:26:12,So11111111111111111111111111111111111111112,4e-09,So11111111111111111111111111111111111111112,4e-09
3U6GsNZM2uuUy4CHqizW3HC2zQZRkyQxiou8uX7PjMak,TRANSFER,SYSTEM_PROGRAM,3JBQjKyS41c4bn5Gs77H9Cgh7GXkzWYRmEUuJG1MpLCfJPEUV2dA7zb2aMNWTKEq4BM5n4VcVVXJGd1qCMe6ePFB,2025-04-11 06:26:12,So11111111111111111111111111111111111111112,3e-09,So11111111111111111111111111111111111111112,3e-09
3U6GsNZM2uuUy4CHqizW3HC2zQZRkyQxiou8uX7PjMak,TRANSFER,SYSTEM_PROGRAM,647LMNZVUuJpgTbBYvNJtxoEXGFhWUBii2J41UZKHxrP1eCaWa3UZMpa1XTHwXhNssX1mVXZAvP1GLJBiSrPoZMC,2025-04-11 06:26:12,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
3DPg8YPtBiq5Gnj9pz79UfQQZ8PDwzYbNR4oBDuACHKz,TRANSFER,SYSTEM_PROGRAM,2t7jvtFEN9wSNinFkMjLhn4thSpUzUtG6E3oX3pZN7wJAA2e7ijs7dNT3sQzBdoMFDP4nSeiKiqYKYZqg9QXvmNK,2025-04-11 06:26:26,So11111111111111111111111111111111111111112,1e-05,So11111111111111111111111111111111111111112,1e-05
3DPgqA88FwTYhPvWD6gz2idGNPwEs3y8Auijj7kTK9th,TRANSFER,SYSTEM_PROGRAM,33gthFcn7DdLmMoMSCSpP23UoKciEiYG9HG66v3EzDAMH35yrE9kmoT2q2f7pmLAUSHcimq7QeEx1SKBD6PQ8STT,2025-04-11 06:41:18,So11111111111111111111111111111111111111112,1e-05,So11111111111111111111111111111111111111112,1e-05
3U6GsNZM2uuUy4CHqizW3HC2zQZRkyQxiou8uX7PjMak,TRANSFER,SYSTEM_PROGRAM,HgQfFYxodXh6TSaEnTUjmdfyiR7dM4vYWnNxkqoFVV5aqGGkiXom599gz5EbCG4LhqwwgTqAKxT6xRSMVB6dN4x,2025-04-11 06:41:35,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
3U6GsNZM2uuUy4CHqizW3HC2zQZRkyQxiou8uX7PjMak,TRANSFER,SYSTEM_PROGRAM,3AvJyKYLisYQ3XCNm1zvcFxCPdUmBffaFdKXeeTvtoP5KaXj8p72Wy9o6CiFF9WjPRcc4oRA8M5sqfNUvwkmJzD6,2025-04-11 06:41:35,So11111111111111111111111111111111111111112,2e-09,So11111111111111111111111111111111111111112,2e-09
3U6GsNZM2uuUy4CHqizW3HC2zQZRkyQxiou8uX7PjMak,TRANSFER,SYSTEM_PROGRAM,5AAxjtiomf1ysvpBmrcnctzYMqQ6MVwKW5xcKYCaDZhPtC8Na6LWyw98ULzFJqPnnFbsu9ZdiZWrcttW234sN1Mx,2025-04-11 06:41:35,So11111111111111111111111111111111111111112,3e-09,So11111111111111111111111111111111111111112,3e-09
3U6GsNZM2uuUy4CHqizW3HC2zQZRkyQxiou8uX7PjMak,TRANSFER,SYSTEM_PROGRAM,38jkJ5ND896BuBcZjvJxuZs6MijDbV3iqGbRpcB2U42jpWSaD73NWnXXbhk3n1ab8sfJcqtyzEE8x67LYwsZDuxW,2025-04-11 06:41:35,So11111111111111111111111111111111111111112,4e-09,So11111111111111111111111111111111111111112,4e-09
3DPg8YPtBiq5Gnj9pz79UfQQZ8PDwzYbNR4oBDuACHKz,TRANSFER,SYSTEM_PROGRAM,ova4qsgGGKiTu1WZ2Kue1K3WuRnQ5d4yRMFgXxHR7rSGnPpf9heLwMjuM5un7L4yUw74nRDGZxMHvhZBG1vfjTx,2025-04-11 06:41:53,So11111111111111111111111111111111111111112,1e-05,So11111111111111111111111111111111111111112,1e-05
99ardhWDF1HXWern2B7YVyzeoGxk1bcCkDHu8p2DKSJ9,TRANSFER,SOLANA_PROGRAM_LIBRARY,4JAYkrDc7ANZNYmEqHwX3Qp5WyXdgUhmrYH6BAusoBtaXSh5ifHjLdZUoFHdyMLH5QtB41YesBwc6bVfeXQNvJCm,2025-04-11 09:43:36,So11111111111111111111111111111111111111112,0.00203928,So11111111111111111111111111111111111111112,0.00203928
3DPg8YPtBiq5Gnj9pz79UfQQZ8PDwzYbNR4oBDuACHKz,TRANSFER,SYSTEM_PROGRAM,5gi2jQLbFsFejCsLLg34NaMFqgdE1RFfYuCyWHbfAk7Ymr6EivbQFuhzRKvdxBUaUTYNHbxDHn7cdPkm8T47Pu19,2025-04-11 11:49:40,So11111111111111111111111111111111111111112,0.000899,So11111111111111111111111111111111111111112,0.000899
CbwHLUVPszf2bTDxbWjS8L1jdRNn21SytKXvjqckWEXk,UNKNOWN,UNKNOWN,5mMGthP2pMtbcCz2FzLguKQ2UFs6kBvcUD2tKtrQ7z7rzJuPDsKG8wyoS7fazBZ8gp9LyuPnK6fcMzE4LkYUZWCf,2025-04-11 17:22:30,UNKNOWN,0.0,UNKNOWN,0.0
FLiPgGTXtBtEJoytikaywvWgbz5a56DdHKZU72HSYMFF,TRANSFER,SYSTEM_PROGRAM,2eQQtmNztDd6XDczVYTrBzSjBSVViQwTBUmzuwMZeSqxgGEzU33ncyrVWg4U2LjqtMqNdD2AQkn1cgUMJXWdAXTk,2025-04-12 06:41:24,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
FLiPGqowc82LLR173hKiFYBq2fCxLZEST5iHbHwj8xKb,TRANSFER,SYSTEM_PROGRAM,3dW8o45oAU7f1udaYVVjd4EuftKVfvCvwjaz1QXXc6bZBTYhJNV97iKf7eDsq9MaFA2gTjXumoRkp6yRUYcKE65a,2025-04-12 06:41:24,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
FLiPgGTXtBtEJoytikaywvWgbz5a56DdHKZU72HSYMFF,TRANSFER,SYSTEM_PROGRAM,2ZUfjHJsRrCuRjNx127EKZVfvkudkANeQQy8Qve6GsrM6kzJCsJBrAHGPe8Nh2NgzyUnKVrLMw9tpQEeekWegiit,2025-04-12 10:39:25,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
FLiPGqowc82LLR173hKiFYBq2fCxLZEST5iHbHwj8xKb,TRANSFER,SYSTEM_PROGRAM,4w1gnF9bTkDPBEUmzEgT7V1H9pFGftgfnVg3U84KASAaYU6a9Q7P8RwfkgH8yiTn9q4t1woSxTJsdTu5cPpEuXxH,2025-04-12 10:39:25,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
