user,tx_type,protocol,signature,timestamp,from_token,from_amount,to_token,to_amount
9HCTuTPEiQvkUtLmTZvK6uch4E3pDynwJTbNw6jLhp9z,TRANSFER,SYSTEM_PROGRAM,5GG3nM7fF6insHsX2xhtWmw6s8cQ9XGusMmEJH7xgcUR8KhscFDV3fE9epwcSYgiRUnA2CZyWAc4EaS7punyHmKj,2025-04-12 10:42:06,So11111111111111111111111111111111111111112,200.0,So11111111111111111111111111111111111111112,200.0
JD25qVdtd65FoiXNmR89JjmoJdYk9sjYQeSTZAALFiMy,SWAP,JUPITER,nwpZL3aTNJn695XE3qc32sQguunwN2zjtgwapwcvunnsE6wbka899xCnBhEDZYyaPFoqEuwMqghEzHzzEtA6myu,2025-04-12 10:42:07,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,19549.62988
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,JUPITER,5Qor4R85Wii8VHaWTJ5WHfa5moCMvfNXRHpNzbuegtbQtbMWBhdEiu2bQRKhzC2ykovn15b2s7i6M42mbqgPgNrc,2025-04-12 10:43:09,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,18970.82475
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,JUPITER,CLPJopnZJjSnqnemtrKsbn2tnhEjfvR9jYhw6SJSG6NtSV9Tor3GM4zHGxossr7Z7qujVam9vkRnm5w6gf9nXdf,2025-04-12 10:44:10,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,18768.563502
BACgqeSiUs8WT6Xyr8rvNxE2qkJjnmmhQBmcfm1ZdKRd,TRANSFER,SYSTEM_PROGRAM,RNy1BbqRxVSKLjCQUvACNb8r7utfB1a6rNaskjyzGiXUaCzUL8784BZEYoPnThExc5wBf7wh4oyVjeYGmxbSSoh,2025-04-12 10:45:48,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
JD25qVdtd65FoiXNmR89JjmoJdYk9sjYQeSTZAALFiMy,SWAP,JUPITER,5saCfBGNiB8DmhwuJ7Kh6jK6T8VdFfHCJtpeHVAtJMAcw2jTs5WeNY7jS3NkCuwV7YWH98XLdYjj3esNULVXgsQF,2025-04-12 10:49:10,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,18768.563502
JD38n7ynKYcgPpF7k1BhXEeREu1KqptU93fVGy3S624k,SWAP,JUPITER,4g8wTsH3bn9LQgYe9peDB5h1c5hjje333ziNozSE5nrprAN2dhXs9iBieSL9ucuQqB6X8Jx78yWEGUfJzD3V97Bn,2025-04-12 10:56:16,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,18362.071968
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,JUPITER,3qkqP1Pq14WEbiaTPPn7UjtqAz5nVtVfNTe9ES812GS43zzEU2a5XzPbiTK6z9b7NvLCvkmkkWn9gTS63ASikfVp,2025-04-12 11:05:09,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,18970.82475
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,JUPITER,2bAtZemqiDSmXE9apBktSpjzo4Wazs16Gav3qENmp2qgfmBVk8N4yxhcJbGJEmaqAU75DTy9SEJuMPtuoSUf1RUE,2025-04-12 11:10:08,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,19373.065206
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,JUPITER,5sGpjwLBGHytnBTRjjV9JpUrATtktkr9iYWFFmfQQyiKH3NyMxqaaSdVeZ7vZdL4UXqCRFjeQB64dJW8adwobR6F,2025-04-12 11:12:11,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,19172.346681
JD38n7ynKYcgPpF7k1BhXEeREu1KqptU93fVGy3S624k,SWAP,JUPITER,32wbFucXpHQ5PvT4Q2fpm9mrbkyemPQSrijLf1vAn9f6urxBwvbtvsov2LEZf7hXtmDxprb8y7Nq42k7mJEL1ixy,2025-04-12 11:15:11,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,18768.563502
JD38n7ynKYcgPpF7k1BhXEeREu1KqptU93fVGy3S624k,SWAP,JUPITER,5GEXRSMvPVAVihZHZRus61ropRx7V3e5fwJLyavz1fHgu2PqZyGzCZcqvJiNonXUAJfwkNnxgbyAKFe4rmCmktzR,2025-04-12 11:17:10,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,19127.658695
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,JUPITER,5vcLcqy96oDDg96GU7u4rWTyzSsjYi1GznrHLHXbEJnEWt2q9H1wr1hU1AgV7gunf85USJNC8ottEcnbjRuL4v7C,2025-04-12 11:45:10,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,20972.185804
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,JUPITER,4eX6Ca8v2zQZAspKY8L9bnpn78XnZdagXs7LKAdaq1pYf7p3fxvpAF3htf1NSbjc7GitKHqiLij5vnEpbmgSP51S,2025-04-12 11:46:10,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,20972.184818
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,JUPITER,5wDgFLWVPp9LXAEZv9KkGCLQHBqxB1H1Y1fCGFKM2dvdhQLpmXReMUYrTHkdy98Q1SRJSE3qLb7v3LYEEtEJ7o6J,2025-04-12 11:52:08,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,21366.329273
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,JUPITER,QuocpZeQ7sVbNXkRSLWo88bqHJSHnVLh9qMEZ9nojgvqyvYVsdxCBoW6Toj5M5iYNLJCs1bgp9ZaRGn4aqobZaQ,2025-04-12 11:57:10,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,20972.184818
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,JUPITER,4DgWjbkZi5Rr3kMdAjSHZiFrZTRBa9DdmHiknRoko1N5QpsWbXKdSsbKNy23tzY5HgdLjE5XX2H18YCWS9dmVYMB,2025-04-12 12:02:10,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,20984.569524
JD38n7ynKYcgPpF7k1BhXEeREu1KqptU93fVGy3S624k,SWAP,PUMP_FUN,3F7yS8P5hDrPP3xV4Uu5N8MsKwFc7yt9rhsuJkG1Ujgxb2tWuZ9hqt5n2mi3ENMgRtbfreamGmzbWbQVU6k3Rmnj,2025-04-12 12:12:10,So11111111111111111111111111111111111111112,0.002012246,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,21422.631309002638
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,PUMP_FUN,2SHeBFodi28EqL6QwHAzi3L7qceN65cCWM4SJ8GzkLC6XgRXGig7pfQafgMDw43Zgy8hCeFMQnDPCPs95fWYddu3,2025-04-12 12:13:12,So11111111111111111111111111111111111111112,7.705e-06,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,21091.469190001488
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,PUMP_FUN,5JYeRQSfKMMdY3yJiqcNxLP9nC1Zga6Tn7MfbxQZvu514t9jAHdT77W7pGPB2FuF8P6MVMFRZBbrDJuC3LHzQQka,2025-04-12 12:14:09,So11111111111111111111111111111111111111112,6.259e-06,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,21016.702241003513
JD38n7ynKYcgPpF7k1BhXEeREu1KqptU93fVGy3S624k,SWAP,JUPITER,hPAcgu2EN3P9kxA1LAg11H4oyUm1RT9rkUXsoDWskzuQ8V26BU9DfcvUdqE9XdXu9tdD9coN7KQPwaFFkmyM9Xy,2025-04-12 12:15:21,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,20988.439763
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,PUMP_FUN,3MihFVJ8BfRuvEoLcvzdyMQVmRCzRKhXPW31pHcTrEhRXc8TraRNF5nMmunep6KCU2mzrvKmwDVExiwJDXPqSqvV,2025-04-12 12:16:11,So11111111111111111111111111111111111111112,1.0096e-05,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,21022.58794299513
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,PUMP_FUN,4JBxxM1Zp5obWNV1cJoVu8XYtzVFY6yBFjZXSsqVMBtBThzdnqGMhSgH8y1ETJ4vQh9qJE2VdBopziM6RzBf77s5,2025-04-12 12:17:14,So11111111111111111111111111111111111111112,1.015e-05,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,20979.916876003146
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,PUMP_FUN,2cx7JyZpCWrrC4CeRizTNstN4gippxgKxEYBbZSnV2779A8KtDpgwvT5daRkJ4DduGXZ7msKhXmNpe4ZDhRUYvPP,2025-04-12 12:18:10,So11111111111111111111111111111111111111112,7.092e-06,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,20994.380557000637
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,PUMP_FUN,X5ygvAmRgSnx86FzYyPk7KAJrm3k1hHDjbwB2XgYMsLzWGRFZQewnuj2V5Uu3Vp6R8wVs1WaQ4yE48Eyk51hPnz,2025-04-12 12:19:09,So11111111111111111111111111111111111111112,6.844e-06,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,20838.747216001153
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,PUMP_FUN,cS6tDMYYcnG93F6tF6zFkHzk3dimNm2acoaM9wLEEVxuCJcnP5CXYM9gND2omT7FQUiiLZeCHrZT9niBGtWJ7YK,2025-04-12 12:20:09,So11111111111111111111111111111111111111112,6.614e-06,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,20785.467285998166
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,PUMP_FUN,4DeRCgjpZ4Sj13qHzxAwjAFsPv6nWxAUDxPaJwXhcEyp3VZLhUUL6njaGhhbNaxm8QFMxMHvPAMA6DecWQJwhVCP,2025-04-12 12:21:10,So11111111111111111111111111111111111111112,8.684e-06,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,20847.71389900148
JD25qVdtd65FoiXNmR89JjmoJdYk9sjYQeSTZAALFiMy,SWAP,PUMP_FUN,4K5RnQ11L6SfeMPfBWh8FWq6npvov4HfqPrKFPz3RBt9UeZsBz1uAFJNHrcAAJ2woxZQJJESMsSvVCK5NtVVfcp4,2025-04-12 12:22:13,So11111111111111111111111111111111111111112,0.002013756,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,20652.58439400047
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,JUPITER,5nXixcKTfWGX3uTShsJ2d5Fqeco1A5rMQdxTDChyjEJvQeHZcAqPVJ41mvN4WNJLTf4ZYHZeSAZ4Jv9bu5RwfQ35,2025-04-12 12:23:09,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,20539.956404
JD25qVdtd65FoiXNmR89JjmoJdYk9sjYQeSTZAALFiMy,SWAP,PUMP_FUN,4pD2fRgT2SUdkFDTL5FGwQmurBbcpXcyqwHKx1uvsCDaR9uf4MiYF2MJ5fbjFgYvXgD5xXkeQmf6SeoCberSmt3Q,2025-04-12 12:24:11,So11111111111111111111111111111111111111112,0.002013756,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,20569.817630000412
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,PUMP_FUN,rdnSTGGqNfu5AYoLtoVDpqoynnzvVU1RGfSbCMxfGLNbVScVcLWALUqj4c6iABGHZyVSJktFCHJBkJMbtZsxwNo,2025-04-12 12:25:09,So11111111111111111111111111111111111111112,8.425e-06,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,20633.482891999185
JD25qVdtd65FoiXNmR89JjmoJdYk9sjYQeSTZAALFiMy,SWAP,PUMP_FUN,2R8gH39oJ4ibs4hUqiozb7ExodqmbsgQDcXETW1PB99TuE3tU1YLFjPRvJXWw2j2siGZnP2YNEEf6HjC9YDvC7TC,2025-04-12 12:26:09,So11111111111111111111111111111111111111112,2.7023e-05,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,20647.861018002033
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,PUMP_FUN,3NvoqQLD4DrmHxSeyLPWaqhUS3qR5eDFsqgRh3D4sWJrD2WNhBuihekLHoNn1J8dtZEEkDDTrzHYPBYMkmt8qgQ3,2025-04-12 12:27:10,So11111111111111111111111111111111111111112,9.785e-06,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,20649.49933400005
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,PUMP_FUN,5cn2biRPWf3XX4JjXFTBqtKySQLm4s51egJqwQLjj4Zd2VunWrR1VLxUZkTctF4eyDsd5GRmnW7y6VNdmSReApBt,2025-04-12 12:28:11,So11111111111111111111111111111111111111112,6.761e-06,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,21017.19689000398
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,JUPITER,4QEmQZPWMpozCBtmQPaA7JWw37CLWGW55u44Y3NHh1Q98y7Pm7NBVtudRbo1vxV8ccPteVRMmQ4JWoTnJqYgDan8,2025-04-12 12:43:12,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,21623.692065
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,JUPITER,5nyv8pdpFgm6DyUsBes57QSuHkgb7sF2DM26f8CXzPqAqNRjiAkkno9ZfHTdzmrVmUK7frciCgHFDbBYB3MLCXDs,2025-04-12 12:44:10,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,21624.430292
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,JUPITER,4Q57p7hwp7V9C2CqDhB7P7YwjNtck3CvM8ejbDvycK4VjPu89AHoCfHiTStttQBZnfEm3CtSP5TZCd7uucKSUxaJ,2025-04-12 12:45:11,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,21624.660929
9KxQy6StbkJhubAbfvfriUK6LYYJ5cSkBoS3ZhcbdUx2,TRANSFER,SYSTEM_PROGRAM,4UdVm7DUSmRYAXrKgXvFkGMsdTX3ThmvoxnEBigjNfVuhssA7KZq3rwCNvvYaNqmvmvkEmtBDZJs3AwnSWT7FRmS,2025-04-12 12:47:15,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,JUPITER,5GLV7o5mymPdxRNUiZ9RFmfsRptDrpeQGVXXhGMZznx9UzuTrxiTZApnJZu9fiN7VBkVoboX65u6Hgm1eA7w6qfA,2025-04-12 13:09:12,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,23313.204732
JD25qVdtd65FoiXNmR89JjmoJdYk9sjYQeSTZAALFiMy,SWAP,JUPITER,5771iPdTJkdJXFhWumzeH7Ggs7PbS7aXxBQk9AkEBTEmMR6nGUgJBmDpsFrwbMJaHHWjEWE5Rutgov8C9X6E1qDX,2025-04-12 13:15:14,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,23313.204732
JD38n7ynKYcgPpF7k1BhXEeREu1KqptU93fVGy3S624k,SWAP,JUPITER,5qGDaMUbnD9sb3jSDu2hVcvs6eZLTarcQKgCqt493Bg57pTVvoevNYDzyLJxWNaY8qC9mBBxHC9WBKJ87cBFyiWE,2025-04-12 13:17:12,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,23228.753343
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,JUPITER,4KD9bBbhYZqeLd4RqwHWRy3hWCfPSDD3v7pnuk7PQVoyc6mJmTZ1UumyNWVGgccEP7HapyrYoA85ebptWoju8ze7,2025-04-12 13:32:08,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,22954.168957
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,JUPITER,4U78XEC2yy5BuUTwRaSr5sYG2wxk8LhXD6ee4F3tACEebtn2J7Dz7gHiPksLXCCEXLikRxJXJrYmbUq1z2TwtjDK,2025-04-12 13:33:11,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,22725.875804
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,JUPITER,6Q5cbbnot9YB3mSdPpiZZrz99H2E1fhPAdDnNJgHYdVHxs51FSjPJRs72sbvnWJ4vdKF3fSQVVqAF9LsQAgBzf4,2025-04-12 13:35:12,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,22955.026265
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,JUPITER,3br2zjVoqWtm6E7x43TwBiwN1hnDP193LfNXeYiDnj9PNqyUw5J8PVSuab97MArNYYKZHhjFghkCHLyT5j5vj5op,2025-04-12 13:39:12,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,22725.95407
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,JUPITER,2fMe16FUCNqZG9rL78btnP1sacswatbyWwydfg87L6hvEnu6ntpnZ9suqVZwZvUVgFfnmx2r4QYkK6EsaHHzW4Xy,2025-04-12 13:40:09,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,22725.95407
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,JUPITER,uqpAdA9kWeTnZHpa7cbdoC4dnVkqYwMYGg5dQCNnGa8sjd3UNvb296ydLebxWbWsLLwtRgY1xnhQZs4ZfBKc93V,2025-04-12 13:45:11,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,23857.823913
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,JUPITER,51osttqXmMdSqUKjr1QfVwDMzFtRUfbRVYu3f4eFAbSkxewaPEe1woCdwoteC6YTbkYwmLJ7umY1jnAeLNKq4FWE,2025-04-12 13:47:12,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,22955.028811
FLiPGqowc82LLR173hKiFYBq2fCxLZEST5iHbHwj8xKb,TRANSFER,SYSTEM_PROGRAM,2UcicXaZuHfgppDu9gWTGL7iLGyQqG6DsuhvaaJJGJC6Ex2rz3u2TtLHTBPKHVyQ3sMk2W1bDkjYNLZFLKzq9mqW,2025-04-12 13:52:48,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
FLiPgGTXtBtEJoytikaywvWgbz5a56DdHKZU72HSYMFF,TRANSFER,SYSTEM_PROGRAM,2n2d3n3KG17i1afXdsefFHk1Zu3UQr9igq7Vey95pG31FfwzeZxWK2mBq923sAPxT9fYvbL1saCj5PJFJKZno5sh,2025-04-12 13:52:54,So11111111111111111111111111111111111111112,1e-09,So11111111111111111111111111111111111111112,1e-09
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,JUPITER,2wNFwcYLCKJTAVJryhzLKaecBVoRjpAuyqiHHnvFd9qC6jteFAPjh2d5pumSfBh418dWqzgsMmkTGsFfaKvuvEoX,2025-04-12 13:55:11,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,23182.745747
AxiomRYAid8ZDhS1bJUAzEaNSr69aTWB9ATfdDLfUbnc,UNKNOWN,UNKNOWN,hkdNYDEdULQ5jfegCUGQNBTdAfLDiX22P77M3u5adavExwmgim776PSjfSbBLUdWnbi2hk1asr1VKXg2W9VkNDZ,2025-04-12 13:55:24,UNKNOWN,0.0,UNKNOWN,0.0
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,JUPITER,6441DXdLkMwyoo34phbtmyotVW2rX1vvgM3K1BD9GiuzJEkwebfxVKNEMPXn7RC5SBmQW7iESZipyJ8Vfy6ZhfFk,2025-04-12 13:56:09,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,23182.745747
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,JUPITER,5XEf5EhWiT7h4jjDWem1QzknRW4sk3YzGdbeYMF7TfHPxueFSDvSTmcLqz8ZzrT7zH2Bep18bw9mC1paYXzcencg,2025-04-12 13:57:11,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,23184.121477
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,JUPITER,5vkGs5oKgXE4466wQHRvNvkPnQyAWGqxEcr3ZqaZjeTzBuDd7NoQfd31X7FLYymUADE56AJgAnddBvR1HxNP5Ayo,2025-04-12 13:58:08,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,23184.465368
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,JUPITER,2bfZVY81aDFo8SiukbEAttQ5ynPSKSdhndDGi2M1CytqFSFCLDkR6un3XbKiwzfy92SXCcUMu1dX6ADx18a19ip5,2025-04-12 13:59:08,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,22953.177884
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,JUPITER,5pK9f1DMeAkRgLxnGGaudEFYNF3zruBoyJhkhBKmNPnWLVvZk9gTukQSqkwia8pGN9hD3rQDYSmFatz5gR4h7isU,2025-04-12 14:05:13,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,23184.578129
JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h,SWAP,JUPITER,oqR3koFViHpaFAJEeJwbPz3D2hynMSZLc2LVWZLCjiNmAGHUq4QmsGR96SmUFnHruxeWL753yZY4BjgDLPNd36i,2025-04-12 14:07:11,So11111111111111111111111111111111111111112,0.555555556,7LSsEoJGhLeZzGvDofTdNg7M3JttxQqGWNLo6vWMpump,23184.579478
